market1,market2,correlation
Bhawanigarh,Dudhansadhan,0.921
Bhawanigarh,Dudhi,0.748
Bhawanigarh,Durg,0.876
Bhawanigarh,Durgapur,0.877
Bhawanigarh,Etah,0.958
Bhawanigarh,Etawah,0.941
Bhawanigarh,Ettumanoor,0.845
Bhawanigarh,Falakata,0.942
Bhawanigarh,Farukh Nagar,0.935
Bhawanigarh,Fatehabad,0.54
Bhawanigarh,Fatehpur,0.959
Bhawanigarh,Fatehpur Sikri,0.961
Bhawanigarh,FerozpurZirkha(Nagina),0.951
Bhawanigarh,Firozabad,0.941
Bhawanigarh,Gadaura,0.879
Bhawanigarh,Ganaur,0.876
Bhawanigarh,Gangoh,0.662
Bhawanigarh,Garh Shankar,0.525
Bhawanigarh,Garh Shankar(Mahalpur),0.665
Bhawanigarh,Gazipur,0.945
Bhawanigarh,Gharaunda,0.908
Bhawanigarh,Ghaziabad,0.968
Bhawanigarh,Ghiraur,0.965
Bhawanigarh,Gohana,0.89
Bhawanigarh,Golagokarnath,0.973
Bhawanigarh,Goluwala,0.802
Bhawanigarh,Gonda,0.953
Bhawanigarh,Gopa,0.743
Bhawanigarh,Gorakhpur,0.944
Bhawanigarh,Gowribidanoor,0.725
Bhawanigarh,Gudimalkapur,0.88
Bhawanigarh,Gurgaon,0.914
Bhawanigarh,Gurusarai,0.928
Bhawanigarh,Haatpipliya,0.931
Bhawanigarh,Habra,0.882
Bhawanigarh,Hamirpur,0.932
Bhawanigarh,Hamirpur(Nadaun),0.863
Bhawanigarh,Hanumangarh,0.5
Bhawanigarh,Hanumangarh Town,0.885
Bhawanigarh,Hanumangarh(Urlivas),0.823
Bhawanigarh,Hapur,0.907
Bhawanigarh,Harda(F&V),0.85
Bhawanigarh,Hardoi,0.941
Bhawanigarh,Hindol,0.879
Bhawanigarh,Hinjilicut,0.874
Bhawanigarh,Hoshangabad,0.629
Bhawanigarh,Indore(F&V),0.838
Bhawanigarh,Jabalpur(F&V),0.824
Bhawanigarh,Jafarganj,0.928
Bhawanigarh,Jagadhri,0.798
Bhawanigarh,Jagnair,0.896
Bhawanigarh,Jahangirabad,0.94
Bhawanigarh,Jaipur (F&V),0.869
Bhawanigarh,Jakhal,0.856
Bhawanigarh,Jalalabad,0.837
Bhawanigarh,Jalandhar City(Jalandhar),0.746
Bhawanigarh,Jalgaon,0.596
Bhawanigarh,Jalore,0.932
Bhawanigarh,Jalpaiguri Sadar,0.858
Bhawanigarh,Jasra,0.929
Bhawanigarh,Jasvantnagar,0.933
Bhawanigarh,Jaunpur,0.787
Bhawanigarh,Jind,0.888
Bhawanigarh,Jodhpur(F&V)(Paota),0.831
Bhawanigarh,Junnar(Narayangaon),0.881
Bhawanigarh,K.R. Pet,0.728
Bhawanigarh,Kalipur,0.946
Bhawanigarh,Kalmeshwar,0.851
Bhawanigarh,Kalwakurthy,0.884
Bhawanigarh,Kamakhyanagar,0.886
Bhawanigarh,Kamthi,0.813
Bhawanigarh,Kangra,0.68
Bhawanigarh,Kangra(Baijnath),0.852
Bhawanigarh,Kangra(Jaisinghpur),0.741
Bhawanigarh,Kota (F&V),0.628
Bhawanigarh,Kottayam,0.531
Bhawanigarh,Madlauda,0.601
Bhawanigarh,Mysore (Bandipalya),0.505
Bhawanigarh,Nagpur,0.694
Bhawanigarh,Neyyatinkara,0.612
Bhawanigarh,Nuh,0.577
Bhawanigarh,Petlawad,0.563
Bhawanigarh,Sonepat,0.561
Bhawanigarh,Thrippunithura,0.56
Bhawanigarh,kalanwali,0.719
Bhawanipatna,Bhiwani,0.78
Bhawanipatna,Bhopal(F&V),0.927
Bhawanipatna,Bhuna,0.799
Bhawanipatna,Bhuntar,0.845
Bhawanipatna,Bhusaval,0.798
Bhawanipatna,Biaora,0.725
Bhawanipatna,Bijnaur,0.837
Bhawanipatna,Bikaner (F&V),0.756
Bhawanipatna,Bilaspur,0.89
Bhawanipatna,Bilimora,0.893
Bhawanipatna,Bilsi,0.888
Bhawanipatna,Bindki,0.879
Bhawanipatna,"Binny Mill (F&V), Bangalore",0.823
Bhawanipatna,Birbhum,0.859
Bhawanipatna,Bowenpally,0.78
Bhawanipatna,Buland Shahr,0.887
Bhawanipatna,Ch. Dadri,0.833
Bhawanipatna,Chaandpur,0.821
Bhawanipatna,Chakdah,0.816
Bhawanipatna,Chamba,0.882
Bhawanipatna,Champadanga,0.901
Bhawanipatna,Chandabali,0.891
Bhawanipatna,Chandausi,0.894
Bhawanipatna,Chandigarh(Grain/Fruit),0.903
Bhawanipatna,Chandoli,0.913
Bhawanipatna,Chandrapur(Ganjwad),0.952
Bhawanipatna,Chandvad,0.847
Bhawanipatna,Channapatana,0.813
Bhawanipatna,Charra,0.879
Bhawanipatna,Chathanoor,0.884
Bhawanipatna,Chatta Krushak Bazar,0.828
Bhawanipatna,Chengannur,0.761
Bhawanipatna,Chhachrauli,0.634
Bhawanipatna,Chhindwara(F&V),0.853
Bhawanipatna,Chickkaballapura,0.813
Bhawanipatna,Chikkamagalore,0.811
Bhawanipatna,Chintamani,0.771
Bhawanipatna,Chirgaon,0.884
Bhawanipatna,Chittorgarh,0.796
Bhawanipatna,Chitwadagaon,0.912
Bhawanipatna,Chorichora,0.873
Bhawanipatna,Churu,0.84
Bhawanipatna,Chutmalpur,0.6
Bhawanipatna,Dabwali,0.805
Bhawanipatna,Dahod(Veg. Market),0.836
Bhawanipatna,Damnagar,0.882
Bhawanipatna,Dasuya,0.723
Bhawanipatna,Davangere,0.839
Bhawanipatna,Deori,0.786
Bhawanipatna,Devariya,0.881
Bhawanipatna,Dewas(F&V),0.913
Bhawanipatna,Dhamnod,0.894
Bhawanipatna,Dhand,0.836
Bhawanipatna,Dhanotu (Mandi),0.674
Bhawanipatna,Dhupguri,0.898
Bhawanipatna,Dinanagar,0.781
Bhawanipatna,Divai,0.505
Bhawanipatna,Doddaballa Pur,0.862
Bhawanipatna,Doraha,0.868
Bhawanipatna,Dudhansadhan,0.845
Bhawanipatna,Dudhi,0.645
Bhawanipatna,Durg,0.871
Bhawanipatna,Durgapur,0.817
Bhawanipatna,Etah,0.925
Bhawanipatna,Etawah,0.916
Bhawanipatna,Ettumanoor,0.857
Bhawanipatna,Falakata,0.913
Bhawanipatna,Farukh Nagar,0.891
Bhawanipatna,Fatehabad,0.595
Bhawanipatna,Fatehpur,0.905
Bhawanipatna,Fatehpur Sikri,0.891
Bhawanipatna,FerozpurZirkha(Nagina),0.905
Bhawanipatna,Firozabad,0.885
Bhawanipatna,Gadaura,0.794
Bhawanipatna,Ganaur,0.8
Bhawanipatna,Gangoh,0.553
Bhawanipatna,Garh Shankar(Mahalpur),0.602
Bhawanipatna,Gazipur,0.875
Bhawanipatna,Gharaunda,0.846
Bhawanipatna,Ghaziabad,0.888
Bhawanipatna,Ghiraur,0.918
Bhawanipatna,Gohana,0.892
Bhawanipatna,Golagokarnath,0.91
Bhawanipatna,Goluwala,0.8
Bhawanipatna,Gonda,0.909
Bhawanipatna,Gopa,0.769
Bhawanipatna,Gorakhpur,0.915
Bhawanipatna,Gowribidanoor,0.725
Bhawanipatna,Gudimalkapur,0.891
Bhawanipatna,Gurgaon,0.9
Bhawanipatna,Gurusarai,0.873
Bhawanipatna,Haatpipliya,0.897
Bhawanipatna,Habra,0.845
Bhawanipatna,Hamirpur,0.848
Bhawanipatna,Hamirpur(Nadaun),0.822
Bhawanipatna,Hanumangarh Town,0.841
Bhawanipatna,Hanumangarh(Urlivas),0.753
Bhawanipatna,Hapur,0.883
Bhawanipatna,Harda(F&V),0.826
Bhawanipatna,Hardoi,0.913
Bhawanipatna,Hindol,0.872
Bhawanipatna,Hinjilicut,0.898
Bhawanipatna,Hoshangabad,0.507
Bhawanipatna,Indore(F&V),0.846
Bhawanipatna,Jabalpur(F&V),0.887
Bhawanipatna,Jafarganj,0.945
Bhawanipatna,Jagadhri,0.757
Bhawanipatna,Jagnair,0.884
Bhawanipatna,Jahangirabad,0.861
Bhawanipatna,Jaipur (F&V),0.78
Bhawanipatna,Jakhal,0.795
Bhawanipatna,Jalalabad,0.716
Bhawanipatna,Jalandhar City(Jalandhar),0.677
Bhawanipatna,Jalgaon,0.551
Bhawanipatna,Jalore,0.915
Bhawanipatna,Jalpaiguri Sadar,0.863
Bhawanipatna,Jasra,0.843
Bhawanipatna,Jasvantnagar,0.91
Bhawanipatna,Jaunpur,0.684
Bhawanipatna,Jind,0.879
Bhawanipatna,Jodhpur(F&V)(Paota),0.834
Bhawanipatna,Junnar(Narayangaon),0.864
Bhawanipatna,K.R. Pet,0.61
Bhawanipatna,Kalipur,0.916
Bhawanipatna,Kalmeshwar,0.835
Bhawanipatna,Kalwakurthy,0.899
Bhawanipatna,Kamakhyanagar,0.862
Bhawanipatna,Kamthi,0.829
Bhawanipatna,Kangra,0.676
Bhawanipatna,Kangra(Baijnath),0.859
Bhawanipatna,Kangra(Jaisinghpur),0.663
Bhawanipatna,Kota (F&V),0.607
Bhawanipatna,Madlauda,0.525
Bhawanipatna,Nagpur,0.611
Bhawanipatna,Neyyatinkara,0.515
Bhawanipatna,Nuh,0.552
Bhawanipatna,Thrippunithura,0.604
Bhawanipatna,kalanwali,0.653
Bhiwani,Bhopal(F&V),0.846
Bhiwani,Bhuna,0.863
Bhiwani,Bhuntar,0.817
Bhiwani,Bhusaval,0.794
Bhiwani,Biaora,0.798
Bhiwani,Bijnaur,0.92
Bhiwani,Bikaner (F&V),0.809
Bhiwani,Bilaspur,0.849
Bhiwani,Bilimora,0.825
Bhiwani,Bilsi,0.916
Bhiwani,Bindki,0.897
Bhiwani,"Binny Mill (F&V), Bangalore",0.71
Bhiwani,Birbhum,0.847
Bhiwani,Bowenpally,0.585
Bhiwani,Buland Shahr,0.906
Bhiwani,Ch. Dadri,0.87
Bhiwani,Chaandpur,0.892
Bhiwani,Chakdah,0.81
Bhiwani,Chamba,0.913
Bhiwani,Champadanga,0.829
Bhiwani,Chandabali,0.841
Bhiwani,Chandausi,0.918
Bhiwani,Chandigarh(Grain/Fruit),0.883
Bhiwani,Chandoli,0.886
Bhiwani,Chandrapur(Ganjwad),0.786
Bhiwani,Chandvad,0.74
Bhiwani,Channapatana,0.679
Bhiwani,Charra,0.921
Bhiwani,Chathanoor,0.796
Bhiwani,Chatta Krushak Bazar,0.819
Bhiwani,Chengannur,0.604
Bhiwani,Chhachrauli,0.691
Bhiwani,Chhindwara(F&V),0.786
Bhiwani,Chickkaballapura,0.708
Bhiwani,Chikkamagalore,0.824
Bhiwani,Chintamani,0.677
Bhiwani,Chirgaon,0.853
Bhiwani,Chittorgarh,0.76
Bhiwani,Chitwadagaon,0.896
Bhiwani,Chorichora,0.805
Bhiwani,Churu,0.812
Bhiwani,Chutmalpur,0.687
Bhiwani,Dabwali,0.876
Bhiwani,Dahod(Veg. Market),0.77
Bhiwani,Damnagar,0.771
Bhiwani,Dasuya,0.839
Bhiwani,Davangere,0.68
Bhiwani,Deori,0.761
Bhiwani,Devariya,0.857
Bhiwani,Dewas(F&V),0.761
Bhiwani,Dhamnod,0.609
Bhiwani,Dhanaura,0.539
Bhiwani,Dhand,0.811
Bhiwani,Dhanotu (Mandi),0.519
Bhiwani,Dhupguri,0.812
Bhiwani,Dinanagar,0.783
Bhiwani,Doddaballa Pur,0.848
Bhiwani,Doraha,0.933
Bhiwani,Dudhansadhan,0.869
Bhiwani,Dudhi,0.671
Bhiwani,Durg,0.782
Bhiwani,Durgapur,0.836
Bhiwani,Etah,0.877
Bhiwani,Etawah,0.872
Bhiwani,Ettumanoor,0.789
Bhiwani,Falakata,0.851
Bhiwani,Farukh Nagar,0.818
Bhiwani,Fatehpur,0.912
Bhiwani,Fatehpur Sikri,0.915
Bhiwani,FerozpurZirkha(Nagina),0.918
Bhiwani,Firozabad,0.897
Bhiwani,Gadaura,0.829
Bhiwani,Ganaur,0.866
Bhiwani,Gangoh,0.646
Bhiwani,Garh Shankar,0.539
Bhiwani,Garh Shankar(Mahalpur),0.714
Bhiwani,Gazipur,0.883
Bhiwani,Gharaunda,0.839
Bhiwani,Ghaziabad,0.9
Bhiwani,Ghiraur,0.899
Bhiwani,Gohana,0.834
Bhiwani,Golagokarnath,0.909
Bhiwani,Goluwala,0.711
Bhiwani,Gonda,0.922
Bhiwani,Gopa,0.66
Bhiwani,Gorakhpur,0.85
Bhiwani,Gowribidanoor,0.676
Bhiwani,Gudimalkapur,0.782
Bhiwani,Gurgaon,0.829
Bhiwani,Gurusarai,0.854
Bhiwani,Haatpipliya,0.861
Bhiwani,Habra,0.846
Bhiwani,Hamirpur,0.929
Bhiwani,Hamirpur(Nadaun),0.837
Bhiwani,Hanumangarh Town,0.822
Bhiwani,Hanumangarh(Urlivas),0.741
Bhiwani,Hapur,0.854
Bhiwani,Harda(F&V),0.761
Bhiwani,Hardoi,0.87
Bhiwani,Hindol,0.781
Bhiwani,Hinjilicut,0.773
Bhiwani,Hoshangabad,0.608
Bhiwani,Indore(F&V),0.732
Bhiwani,Jabalpur(F&V),0.701
Bhiwani,Jafarganj,0.845
Bhiwani,Jagadhri,0.82
Bhiwani,Jagnair,0.918
Bhiwani,Jahangirabad,0.904
Bhiwani,Jaipur (F&V),0.841
Bhiwani,Jakhal,0.768
Bhiwani,Jalalabad,0.841
Bhiwani,Jalandhar City(Jalandhar),0.741
Bhiwani,Jalgaon,0.511
Bhiwani,Jalore,0.884
Bhiwani,Jalpaiguri Sadar,0.758
Bhiwani,Jasra,0.878
Bhiwani,Jasvantnagar,0.851
Bhiwani,Jaunpur,0.751
Bhiwani,Jind,0.873
Bhiwani,Jodhpur(F&V)(Paota),0.736
Bhiwani,Junnar(Narayangaon),0.808
Bhiwani,K.R. Pet,0.708
Bhiwani,Kalipur,0.884
Bhiwani,Kalmeshwar,0.782
Bhiwani,Kalwakurthy,0.779
Bhiwani,Kamakhyanagar,0.811
Bhiwani,Kamthi,0.69
Bhiwani,Kangra,0.618
Bhiwani,Kangra(Baijnath),0.826
Bhiwani,Kangra(Jaisinghpur),0.71
Bhiwani,Kota (F&V),0.55
Bhiwani,Kottayam,0.504
Bhiwani,Madlauda,0.642
Bhiwani,Mysore (Bandipalya),0.534
Bhiwani,Nagpur,0.621
Bhiwani,Neyyatinkara,0.515
Bhiwani,Petlawad,0.532
Bhiwani,kalanwali,0.748
Bhopal(F&V),Bhuna,0.861
Bhopal(F&V),Bhuntar,0.926
Bhopal(F&V),Bhusaval,0.802
Bhopal(F&V),Biaora,0.775
Bhopal(F&V),Bijnaur,0.84
Bhopal(F&V),Bikaner (F&V),0.802
Bhopal(F&V),Bilaspur,0.896
Bhopal(F&V),Bilimora,0.941
Bhopal(F&V),Bilsi,0.918
Bhopal(F&V),Bindki,0.922
Bhopal(F&V),"Binny Mill (F&V), Bangalore",0.883
Bhopal(F&V),Birbhum,0.9
Bhopal(F&V),Bowenpally,0.827
Bhopal(F&V),Buland Shahr,0.94
Bhopal(F&V),Ch. Dadri,0.901
Bhopal(F&V),Chaandpur,0.808
Bhopal(F&V),Chakdah,0.88
Bhopal(F&V),Chamba,0.898
Bhopal(F&V),Champadanga,0.937
Bhopal(F&V),Chandabali,0.888
Bhopal(F&V),Chandausi,0.938
Bhopal(F&V),Chandigarh(Grain/Fruit),0.912
Bhopal(F&V),Chandoli,0.939
Bhopal(F&V),Chandrapur(Ganjwad),0.907
Bhopal(F&V),Chandvad,0.799
Bhopal(F&V),Channapatana,0.859
Bhopal(F&V),Charra,0.929
Bhopal(F&V),Chathanoor,0.942
Bhopal(F&V),Chatta Krushak Bazar,0.853
Bhopal(F&V),Chengannur,0.771
Bhopal(F&V),Chhachrauli,0.655
Bhopal(F&V),Chhindwara(F&V),0.887
Bhopal(F&V),Chickkaballapura,0.868
Bhopal(F&V),Chikkamagalore,0.869
Bhopal(F&V),Chintamani,0.835
Bhopal(F&V),Chirgaon,0.936
Bhopal(F&V),Chittorgarh,0.753
Bhopal(F&V),Chitwadagaon,0.935
Bhopal(F&V),Chorichora,0.836
Bhopal(F&V),Churu,0.809
Bhopal(F&V),Chutmalpur,0.599
Bhopal(F&V),Dabwali,0.859
Bhopal(F&V),Dahod(Veg. Market),0.849
Bhopal(F&V),Damnagar,0.92
Bhopal(F&V),Dasuya,0.781
Bhopal(F&V),Davangere,0.87
Bhopal(F&V),Deori,0.778
Bhopal(F&V),Devariya,0.899
Bhopal(F&V),Dewas(F&V),0.889
Bhopal(F&V),Dhamnod,0.855
Bhopal(F&V),Dhand,0.853
Bhopal(F&V),Dhanotu (Mandi),0.543
Bhopal(F&V),Dhupguri,0.925
Bhopal(F&V),Dinanagar,0.76
Bhopal(F&V),Doddaballa Pur,0.904
Bhopal(F&V),Doraha,0.914
Bhopal(F&V),Dudhansadhan,0.84
Bhopal(F&V),Dudhi,0.614
Bhopal(F&V),Durg,0.939
Bhopal(F&V),Durgapur,0.858
Bhopal(F&V),Etah,0.96
Bhopal(F&V),Etawah,0.897
Bhopal(F&V),Ettumanoor,0.907
Bhopal(F&V),Falakata,0.934
Bhopal(F&V),Farukh Nagar,0.927
Bhopal(F&V),Fatehabad,0.513
Bhopal(F&V),Fatehpur,0.931
Bhopal(F&V),Fatehpur Sikri,0.936
Bhopal(F&V),FerozpurZirkha(Nagina),0.921
Bhopal(F&V),Firozabad,0.912
Bhopal(F&V),Gadaura,0.758
Bhopal(F&V),Ganaur,0.872
Bhopal(F&V),Gangoh,0.547
Bhopal(F&V),Garh Shankar(Mahalpur),0.57
Bhopal(F&V),Gazipur,0.881
Bhopal(F&V),Gharaunda,0.891
Bhopal(F&V),Ghaziabad,0.921
Bhopal(F&V),Ghiraur,0.932
Bhopal(F&V),Gohana,0.863
Bhopal(F&V),Golagokarnath,0.934
Bhopal(F&V),Goluwala,0.794
Bhopal(F&V),Gonda,0.923
Bhopal(F&V),Gopa,0.706
Bhopal(F&V),Gorakhpur,0.915
Bhopal(F&V),Gowribidanoor,0.67
Bhopal(F&V),Gudimalkapur,0.93
Bhopal(F&V),Gurgaon,0.949
Bhopal(F&V),Gurusarai,0.911
Bhopal(F&V),Haatpipliya,0.888
Bhopal(F&V),Habra,0.888
Bhopal(F&V),Hamirpur,0.897
Bhopal(F&V),Hamirpur(Nadaun),0.786
Bhopal(F&V),Hanumangarh Town,0.823
Bhopal(F&V),Hanumangarh(Urlivas),0.719
Bhopal(F&V),Hapur,0.846
Bhopal(F&V),Harda(F&V),0.771
Bhopal(F&V),Hardoi,0.898
Bhopal(F&V),Hindol,0.874
Bhopal(F&V),Hinjilicut,0.92
Bhopal(F&V),Indore(F&V),0.895
Bhopal(F&V),Jabalpur(F&V),0.866
Bhopal(F&V),Jafarganj,0.889
Bhopal(F&V),Jagadhri,0.818
Bhopal(F&V),Jagnair,0.913
Bhopal(F&V),Jahangirabad,0.908
Bhopal(F&V),Jaipur (F&V),0.82
Bhopal(F&V),Jakhal,0.764
Bhopal(F&V),Jalalabad,0.725
Bhopal(F&V),Jalandhar City(Jalandhar),0.645
Bhopal(F&V),Jalore,0.881
Bhopal(F&V),Jalpaiguri Sadar,0.85
Bhopal(F&V),Jasra,0.871
Bhopal(F&V),Jasvantnagar,0.884
Bhopal(F&V),Jaunpur,0.681
Bhopal(F&V),Jind,0.847
Bhopal(F&V),Jodhpur(F&V)(Paota),0.781
Bhopal(F&V),Junnar(Narayangaon),0.924
Bhopal(F&V),K.R. Pet,0.577
Bhopal(F&V),Kalipur,0.923
Bhopal(F&V),Kalmeshwar,0.797
Bhopal(F&V),Kalwakurthy,0.934
Bhopal(F&V),Kamakhyanagar,0.881
Bhopal(F&V),Kamthi,0.858
Bhopal(F&V),Kangra,0.706
Bhopal(F&V),Kangra(Baijnath),0.815
Bhopal(F&V),Kangra(Jaisinghpur),0.657
Bhopal(F&V),Kota (F&V),0.699
Bhopal(F&V),Kottayam,0.545
Bhopal(F&V),Madlauda,0.635
Bhopal(F&V),Nagpur,0.694
Bhopal(F&V),Neyyatinkara,0.6
Bhopal(F&V),Nuh,0.625
Bhopal(F&V),Petlawad,0.572
Bhopal(F&V),Thrippunithura,0.657
Bhopal(F&V),kalanwali,0.656
Bhuna,Bhuntar,0.873
Bhuna,Bhusaval,0.742
Bhuna,Biaora,0.821
Bhuna,Bijnaur,0.87
Bhuna,Bikaner (F&V),0.691
Bhuna,Bilaspur,0.814
Bhuna,Bilimora,0.875
Bhuna,Bilsi,0.885
Bhuna,Bindki,0.893
Bhuna,"Binny Mill (F&V), Bangalore",0.818
Bhuna,Birbhum,0.855
Bhuna,Bowenpally,0.71
Bhuna,Buland Shahr,0.924
Bhuna,Ch. Dadri,0.912
Bhuna,Chaandpur,0.796
Bhuna,Chakdah,0.932
Bhuna,Chamba,0.837
Bhuna,Champadanga,0.857
Bhuna,Chandabali,0.81
Bhuna,Chandausi,0.919
Bhuna,Chandigarh(Grain/Fruit),0.896
Bhuna,Chandoli,0.904
Bhuna,Chandrapur(Ganjwad),0.814
Bhuna,Chandvad,0.744
Bhuna,Channapatana,0.772
Bhuna,Charra,0.906
Bhuna,Chathanoor,0.866
Bhuna,Chatta Krushak Bazar,0.839
Bhuna,Chengannur,0.586
Bhuna,Chhachrauli,0.52
Bhuna,Chhindwara(F&V),0.85
Bhuna,Chickkaballapura,0.803
Bhuna,Chikkamagalore,0.873
Bhuna,Chintamani,0.728
Bhuna,Chirgaon,0.896
Bhuna,Chittorgarh,0.802
Bhuna,Chitwadagaon,0.894
Bhuna,Chorichora,0.753
Bhuna,Churu,0.749
Bhuna,Chutmalpur,0.656
Bhuna,Dabwali,0.917
Bhuna,Dahod(Veg. Market),0.847
Bhuna,Damnagar,0.792
Bhuna,Dasuya,0.811
Bhuna,Davangere,0.75
Bhuna,Deori,0.648
Bhuna,Devariya,0.864
Bhuna,Dewas(F&V),0.773
Bhuna,Dhamnod,0.688
Bhuna,Dhand,0.847
Bhuna,Dhupguri,0.841
Bhuna,Dinanagar,0.703
Bhuna,Doddaballa Pur,0.87
Bhuna,Doraha,0.908
Bhuna,Dudhansadhan,0.843
Bhuna,Dudhi,0.614
Bhuna,Durg,0.841
Bhuna,Durgapur,0.862
Bhuna,Etah,0.872
Bhuna,Etawah,0.837
Bhuna,Ettumanoor,0.851
Bhuna,Falakata,0.876
Bhuna,Farukh Nagar,0.822
Bhuna,Fatehpur,0.887
Bhuna,Fatehpur Sikri,0.888
Bhuna,FerozpurZirkha(Nagina),0.863
Bhuna,Firozabad,0.91
Bhuna,Gadaura,0.76
Bhuna,Ganaur,0.919
Bhuna,Gangoh,0.561
Bhuna,Garh Shankar,0.524
Bhuna,Garh Shankar(Mahalpur),0.694
Bhuna,Gazipur,0.85
Bhuna,Gharaunda,0.893
Bhuna,Ghaziabad,0.896
Bhuna,Ghiraur,0.856
Bhuna,Gohana,0.809
Bhuna,Golagokarnath,0.875
Bhuna,Goluwala,0.708
Bhuna,Gonda,0.854
Bhuna,Gopa,0.633
Bhuna,Gorakhpur,0.867
Bhuna,Gowribidanoor,0.619
Bhuna,Gudimalkapur,0.838
Bhuna,Gurgaon,0.865
Bhuna,Gurusarai,0.87
Bhuna,Haatpipliya,0.82
Bhuna,Habra,0.919
Bhuna,Hamirpur,0.944
Bhuna,Hamirpur(Nadaun),0.78
Bhuna,Hanumangarh Town,0.84
Bhuna,Hanumangarh(Urlivas),0.696
Bhuna,Hapur,0.814
Bhuna,Harda(F&V),0.713
Bhuna,Hardoi,0.838
Bhuna,Hindol,0.854
Bhuna,Hinjilicut,0.849
Bhuna,Hoshangabad,0.534
Bhuna,Indore(F&V),0.817
Bhuna,Jabalpur(F&V),0.784
Bhuna,Jafarganj,0.809
Bhuna,Jagadhri,0.878
Bhuna,Jagnair,0.816
Bhuna,Jahangirabad,0.916
Bhuna,Jaipur (F&V),0.854
Bhuna,Jakhal,0.761
Bhuna,Jalalabad,0.786
Bhuna,Jalandhar City(Jalandhar),0.715
Bhuna,Jalgaon,0.52
Bhuna,Jalore,0.828
Bhuna,Jalpaiguri Sadar,0.766
Bhuna,Jasra,0.858
Bhuna,Jasvantnagar,0.84
Bhuna,Jaunpur,0.732
Bhuna,Jind,0.817
Bhuna,Jodhpur(F&V)(Paota),0.7
Bhuna,Junnar(Narayangaon),0.869
Bhuna,K.R. Pet,0.616
Bhuna,Kalipur,0.864
Bhuna,Kalmeshwar,0.748
Bhuna,Kalwakurthy,0.837
Bhuna,Kamakhyanagar,0.841
Bhuna,Kamthi,0.779
Bhuna,Kangra,0.552
Bhuna,Kangra(Baijnath),0.757
Bhuna,Kangra(Jaisinghpur),0.666
Bhuna,Kota (F&V),0.504
Bhuna,Nagpur,0.613
Bhuna,kalanwali,0.665
Bhuntar,Bhusaval,0.753
Bhuntar,Biaora,0.795
Bhuntar,Bijnaur,0.808
Bhuntar,Bikaner (F&V),0.749
Bhuntar,Bilaspur,0.864
Bhuntar,Bilimora,0.928
Bhuntar,Bilsi,0.886
Bhuntar,Bindki,0.913
Bhuntar,"Binny Mill (F&V), Bangalore",0.899
Bhuntar,Birbhum,0.922
Bhuntar,Bowenpally,0.814
Bhuntar,Buland Shahr,0.926
Bhuntar,Ch. Dadri,0.937
Bhuntar,Chaandpur,0.744
Bhuntar,Chakdah,0.913
Bhuntar,Chamba,0.843
Bhuntar,Champadanga,0.938
Bhuntar,Chandabali,0.831
Bhuntar,Chandausi,0.92
Bhuntar,Chandigarh(Grain/Fruit),0.905
Bhuntar,Chandoli,0.927
Bhuntar,Chandrapur(Ganjwad),0.843
Bhuntar,Chandvad,0.733
Bhuntar,Channapatana,0.893
Bhuntar,Charra,0.922
Bhuntar,Chathanoor,0.925
Bhuntar,Chatta Krushak Bazar,0.855
Bhuntar,Chengannur,0.767
Bhuntar,Chhachrauli,0.592
Bhuntar,Chhindwara(F&V),0.891
Bhuntar,Chickkaballapura,0.881
Bhuntar,Chikkamagalore,0.913
Bhuntar,Chintamani,0.877
Bhuntar,Chirgaon,0.925
Bhuntar,Chittorgarh,0.76
Bhuntar,Chitwadagaon,0.917
Bhuntar,Chorichora,0.755
Bhuntar,Churu,0.74
Bhuntar,Chutmalpur,0.538
Bhuntar,Dabwali,0.878
Bhuntar,Dahod(Veg. Market),0.837
Bhuntar,Damnagar,0.883
Bhuntar,Dasuya,0.765
Bhuntar,Davangere,0.853
Bhuntar,Deori,0.703
Bhuntar,Devariya,0.873
Bhuntar,Dewas(F&V),0.801
Bhuntar,Dhamnod,0.791
Bhuntar,Dhand,0.775
Bhuntar,Dhupguri,0.85
Bhuntar,Dinanagar,0.723
Bhuntar,Doddaballa Pur,0.888
Bhuntar,Doraha,0.904
Bhuntar,Dudhansadhan,0.8
Bhuntar,Dudhi,0.539
Bhuntar,Durg,0.938
Bhuntar,Durgapur,0.895
Bhuntar,Etah,0.919
Bhuntar,Etawah,0.839
Bhuntar,Ettumanoor,0.905
Bhuntar,Falakata,0.895
Bhuntar,Farukh Nagar,0.871
Bhuntar,Fatehpur,0.903
Bhuntar,Fatehpur Sikri,0.915
Bhuntar,FerozpurZirkha(Nagina),0.874
Bhuntar,Firozabad,0.893
Bhuntar,Gadaura,0.707
Bhuntar,Ganaur,0.892
Bhuntar,Garh Shankar(Mahalpur),0.526
Bhuntar,Gazipur,0.849
Bhuntar,Gharaunda,0.907
Bhuntar,Ghaziabad,0.902
Bhuntar,Ghiraur,0.887
Bhuntar,Gohana,0.799
Bhuntar,Golagokarnath,0.897
Bhuntar,Goluwala,0.671
Bhuntar,Gonda,0.883
Bhuntar,Gopa,0.605
Bhuntar,Gorakhpur,0.869
Bhuntar,Gowribidanoor,0.649
Bhuntar,Gudimalkapur,0.93
Bhuntar,Gurgaon,0.913
Bhuntar,Gurusarai,0.905
Bhuntar,Haatpipliya,0.841
Bhuntar,Habra,0.888
Bhuntar,Hamirpur,0.92
